	sentence	gold_amr	generated_amr
27	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: At least three members of a family in Indias northeastern state of Tripura were hacked to death by a tribal mob for allegedly practicing witchcraft, police said Thursday.
AMR graph:"	"(h / hack-01
      :ARG0 (m / mob
            :mod (t2 / tribe))
      :ARG1 (m2 / member
            :part-of (f / family)
            :quant (a / at-least :op1 3))
      :location (s / state :wiki ""Tripura""
            :name (n / name :op1 ""Tripura"")
            :location (n3 / northeast
                  :part-of (c / country :wiki ""India""
                        :name (n2 / name :op1 ""India""))))
      :degree (d2 / die-01)
      :ARG1-of (c2 / cause-01
            :ARG0 (p2 / practice-01
                  :ARG0 m2
                  :ARG1 (w / witchcraft)
                  :ARG1-of (a3 / allege-01)))
      :ARG1-of (s2 / say-01
            :ARG0 (p3 / police)
            :time (d / date-entity
                  :weekday (t / thursday))))"	"(s / say-01
  :ARG0 (p / police)
  :ARG1 (k / kill-01
    :ARG0 (m / mob :mod (t / tribe))
    :ARG1 (p2 / person
      :quant (a / at-least :op1 3)
      :ARG0-of (m2 / member-01
        :ARG1 (f / family
          :location (s2 / state
            :wiki ""Tripura""
            :name (n / name :op1 ""Tripura"")
            :location (c / country :wiki ""India"" :name (n2 / name :op1 ""India""))
            :mod (n3 / northeast)))))
    :manner (h / hack-01 :ARG0 m :ARG1 p2)
    :cause (p3 / practice-01 :ARG0 p2 :ARG1 (w / witchcraft) :ARG1-of (a2 / allege-01)))
  :time (d / date-entity :weekday (t2 / thursday)))"
28	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: e.g. i'll say hello to someone from uni and they'll ignore me, but 30 minutes later they'll decide they want my help with some work... and i'll give it to them.
AMR graph:"	"(e / exemplify-01
      :ARG0 (c / contrast-01
            :ARG1 (a / and
                  :op1 (s / say-01
                        :ARG0 (i / i)
                        :ARG1 (h / hello)
                        :ARG2 (s2 / someone
                              :source (u / university)))
                  :op2 (i2 / ignore-01
                        :ARG0 s2
                        :ARG1 i))
            :ARG2 (a2 / and
                  :op1 (d / decide-01
                        :ARG0 s2
                        :ARG1 (w / want-01
                              :ARG0 s2
                              :ARG1 (h2 / help-01
                                    :ARG0 i
                                    :ARG1 (w2 / work-01
                                          :mod (s3 / some))
                                    :ARG2 s2))
                        :time (a3 / after
                              :op1 a
                              :quant (t / temporal-quantity :quant 30
                                    :unit (m2 / minute))))
                  :op2 (g / give-01
                        :ARG0 i
                        :ARG1 h2
                        :ARG2 s2))))"	"(c / contrast-01
  :ARG1 (a / and
            :op1 (g / greet-01
                    :ARG0 (i / i)
                    :ARG1 (p / person :location (u / university)))
            :op2 (i2 / ignore-01 :ARG0 p :ARG1 i))
  :ARG2 (a2 / and
            :time (f / after :op1 i2 :quant (t / temporal-quantity :quant 30 :unit (m / minute)))
            :op1 (d / decide-01
                    :ARG0 p
                    :ARG1 (w / want-01
                            :ARG0 p
                            :ARG1 (h / help-01 :ARG0 i :ARG1 p :ARG2 (w2 / work))))
            :op2 h))"
29	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Anti-government insurgents have increased their violent activities across the Himalayan kingdom since the 9-month-long nationwide state of emergency expired at the end of August 2002.
AMR graph:"	"(i / increase-01
      :ARG0 (i2 / insurgent
            :ARG0-of (o / oppose-01
                  :ARG1 (g / government-organization
                        :ARG0-of (g2 / govern-01))))
      :ARG1 (a / activity-06
            :ARG0 i2
            :mod (v / violent))
      :location (a2 / across
            :op1 (k / kingdom
                  :location (w / world-region :wiki ""Himalayas"" :name (n / name :op1 ""Himalaya""))))
      :time (s / since
            :op1 (e2 / expire-01
                  :ARG1 (s2 / state
                        :mod (e3 / emergency)
                        :extent (n2 / nationwide)
                        :ARG1-of (l / long-03
                              :ARG2 (t2 / temporal-quantity :quant 9
                                    :unit (m2 / month))))
                  :time (e / end-01
                        :ARG1 (d / date-entity :year 2002 :month 8)))))"	"(ic / increase-01
  :ARG0 (i / insurgent
    :ARG0-of (o / oppose-01
      :ARG1 (g / government-organization
        :ARG0-of (go / govern-01
          :ARG1 (k / kingdom
            :location (h / mountain-range
              :wiki ""Himalayas""
              :name (n / name :op1 ""Himalayas""))))))))
  :ARG1 (a / activity :mod (v / violent) :poss i)
  :location k
  :time (s / since
    :op1 (e / expire-01
      :ARG1 (s2 / state-of-emergency
        :duration (t / temporal-quantity :quant 9 :unit (m / month))
        :mod (n2 / nationwide)
        :location k)
      :time (e2 / end
        :op1 (d / date-entity :year 2002 :month 8)))))"
30	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Xinhua News Agency , Seoul , August 31st , by reporter Shuifu Tang
AMR graph:"	"(b / byline-91
      :ARG0 (p / publication :wiki ""Xinhua_News_Agency""
            :name (n / name :op1 ""Xinhua"" :op2 ""News"" :op3 ""Agency""))
      :ARG1 (p2 / person :wiki -
            :name (n2 / name :op1 ""Shuifu"" :op2 ""Tang"")
            :ARG0-of (r / report-01))
      :location (c3 / city :wiki ""Seoul""
            :name (n3 / name :op1 ""Seoul""))
      :time (d2 / date-entity :month 8 :day 31))"	"(r / report-01
  :ARG0 (p / person
            :name (n / name :op1 ""Shuifu"" :op2 ""Tang"")
            :ARG0-of (h / have-org-role-91
                         :ARG1 (o / organization :wiki ""Xinhua_News_Agency"" :name (n2 / name :op1 ""Xinhua"" :op2 ""News"" :op3 ""Agency""))
                         :ARG2 (r2 / reporter)))
  :location (c / city :wiki ""Seoul"" :name (n3 / name :op1 ""Seoul""))
  :time (d / date-entity :month 8 :day 31))"
31	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The six are all members of an outdoor sports club in Xining, Qinghai's provincial capital.
AMR graph:"	"(p / person :quant 6
      :domain (m / member
            :ARG1-of (i2 / include-91
                  :ARG2 (c / club
                        :mod (s / sport)
                        :mod (o / outdoors)))
            :mod (a / all)
            :location (c2 / city :wiki ""Xining"" :name (n / name :op1 ""Xining"")
                  :ARG0-of (h / have-org-role-91
                        :ARG1 (p2 / province :wiki ""Qinghai"" :name (n2 / name :op1 ""Qinghai""))
                        :ARG2 (c3 / capital)))))"	"(p / person
  :quant 6
  :mod (a / all)
  :ARG0-of (h / have-org-role-91
    :ARG1 (c / club
      :mod (s / sport)
      :mod (o / outdoor)
      :location (x / city
        :wiki ""Xining""
        :name (n / name :op1 ""Xining"")
        :ARG0-of (h2 / have-org-role-91
          :ARG1 (q / province :wiki ""Qinghai"" :name (n2 / name :op1 ""Qinghai""))
          :ARG2 (c2 / capital))))
    :ARG2 (m / member)))"
32	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Why is it so hard to understand ?
AMR graph:"	"(h / hard-02
      :ARG1 (u / understand-01
            :ARG1 (i / it))
      :ARG1-of (c / cause-01
            :ARG0 (a / amr-unknown))
      :degree (s / so))"	(d / difficult-02 :ARG1 (u / understand-01) :degree (s / so) :cause (a / amr-unknown))
33	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The deal would most likely have remained secret had the pirates not hijacked the ship and begun speaking to the media by satellite phone.
AMR graph:"	"(l / likely-01
      :ARG1 (r / remain-01
            :ARG1 (d / deal-01)
            :ARG3 (s / secret))
      :condition (a / and
            :op1 (h / hijack-01 :polarity -
                  :ARG0 (p / pirate)
                  :ARG1 (s2 / ship))
            :op2 (b / begin-01 :polarity -
                  :ARG0 p
                  :ARG1 (s3 / speak-01
                        :ARG0 p
                        :ARG2 (m2 / media)
                        :medium (p2 / phone
                              :mod (s4 / satellite)))))
      :ARG2-of (h2 / have-degree-91
            :ARG1 r
            :ARG3 (m / most)))"	"(l / likely-01
  :degree (m / most)
  :ARG1 (r / remain-01
    :ARG1 (se / secret-02 :ARG1 (d / deal))
    :condition (a / and
      :op1 (h / hijack-01 :polarity - :ARG0 (p / pirate) :ARG1 (sh / ship))
      :op2 (b / begin-01 :polarity - :ARG0 p
        :ARG1 (t / talk-01 :ARG0 p :ARG2 (m2 / media) :medium (ph / phone :mod (s2 / satellite)))))))"
34	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The implication was that corrupt or sympathetic members of the Venezuelan military may be aiding guerrillas.
AMR graph:"	"(i / imply-01
      :ARG1 (p / possible-01
            :ARG1 (a / aid-01
                  :ARG0 (o / or
                        :op1 (p2 / person
                              :ARG0-of (h / have-org-role-91
                                    :ARG1 (m3 / military
                                          :mod (c2 / country :wiki ""Venezuela""
                                                :name (n / name :op1 ""Venezuela"")))
                                    :ARG2 (m / member))
                              :ARG1-of (c / corrupt-01))
                        :op2 (p3 / person
                              :ARG0-of (h2 / have-org-role-91
                                    :ARG1 m3
                                    :ARG2 (m2 / member))
                              :ARG0-of (s / sympathize-01)))
                  :ARG2 (g / guerrilla))))"	"(i / imply-01
  :ARG1
    (p / possible-01
      :ARG1
        (a / aid-01
          :ARG0
            (p2 / person
              :ARG0-of
                (h / have-org-role-91
                  :ARG1 (m / military
                          :mod (c / country :wiki ""Venezuela"" :name (n / name :op1 ""Venezuela"")))
                  :ARG2 (m2 / member))
              :mod (o / or :op1 (c2 / corrupt) :op2 (s / sympathetic)))
          :ARG1 (g / guerrilla))))"
35	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The Vietnam-Germany trade volume rose 7.7 percent in 2003 to reach 1.4 billion dollars, of which 815.4 million dollars came from Vietnamese exports.
AMR graph:"	"(r / rise-01
      :ARG1 (v / volume
            :mod (t / trade-01
                  :ARG0 (c / country :wiki ""Vietnam"" :name (n / name :op1 ""Vietnam""))
                  :ARG2 (c2 / country :wiki ""Germany"" :name (n2 / name :op1 ""Germany""))))
      :ARG2 (p / percentage-entity :value 7.7)
      :ARG4 (r2 / reach-01
            :ARG0 v
            :ARG1 (m / monetary-quantity :quant 1400000000
                  :unit (d2 / dollar)
                  :ARG2-of (i / include-91
                        :ARG1 (m2 / monetary-quantity :quant 815400000
                              :ARG1-of (c3 / come-03
                                    :ARG2 (e / export-01
                                          :ARG0 c))
                              :unit (d3 / dollar)))))
      :time (d / date-entity :year 2003))"	"(a / and
  :time (d / date-entity :year 2003)
  :op1 (i / increase-01
        :ARG1 (q / monetary-quantity
               :quant-of (t / trade-01
                          :ARG0 (a2 / and
                                 :op1 (c1 / country :wiki ""Vietnam"" :name (n1 / name :op1 ""Vietnam""))
                                 :op2 (c2 / country :wiki ""Germany"" :name (n2 / name :op1 ""Germany"")))))
        :ARG2 (p / percentage-entity :value 7.7))
  :op2 (r / reach-01
        :ARG0 q
        :ARG1 (q2 / monetary-quantity
               :quant 1400000000
               :unit (d2 / dollar)
               :part (q3 / monetary-quantity
                      :quant 815400000
                      :unit (d3 / dollar)
                      :ARG1-of (c3 / come-01
                                 :source (e / export-01 :ARG0 c1 :ARG2 c2))))))"
36	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Thank you.
AMR graph:"	"(t / thank-01
      :ARG0 (i / i)
      :ARG1 (y / you))"	(t / thank-01 :ARG0 (i / i) :ARG1 (y / you))
37	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Crime; weapons; international; money
AMR graph:"	"(a / and
      :op1 (c / crime-02)
      :op2 (w / weapon)
      :op3 (i / international)
      :op4 (m / money))"	(a / and :op1 (c / crime) :op2 (w / weapon) :op3 (i / international) :op4 (m / money))
38	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: That's normal, it has always been the case that a whore is heartless and a performer is unrighteous
AMR graph:"	"(m / multi-sentence
      :snt1 (n / normal-02
            :ARG1 (t / that))
      :snt2 (a / and
            :op2 (a2 / and
                  :op1 (h / heartless
                        :domain (w2 / whore))
                  :op2 (r / righteous-07 :polarity -
                        :ARG1 (p2 / person
                              :ARG0-of (p3 / perform-01)))
                  :time (a3 / always))))"	"(n / normal
  :domain
    (a / and
      :frequency (al / always)
      :op1 (h / heartless :domain (p / prostitute))
      :op2 (r / righteous :polarity - :domain (p2 / person :ARG0-of (p3 / perform-01)))))"
39	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Some of these flights were innocent violations by ranchers in the Amazon flying between plantations.
AMR graph:"	"(f2 / fly-01
      :mod (s / some)
      :ARG1-of (i2 / include-91
            :ARG2 (f3 / fly-01
                  :mod (t2 / this)))
      :ARG1-of (v2 / violate-01
            :ARG0 (p / person
                  :ARG0-of (r / ranch-01)
                  :ARG1-of (f / fly-01
                        :location (b / between
                              :op1 (p3 / plantation)))
                  :location (w / world-region :wiki ""Amazon_basin""
                        :name (n / name :op1 ""Amazon"")))
            :ARG1-of (i / innocent-01)))"	"(v / violate-01 :mod (i / innocent) :ARG0 (r / rancher) :manner (f / fly-01 :ARG0 r :location (a / region :wiki ""Amazon_rainforest"" :name (n / name :op1 ""Amazon"")) :path (b / between :op1 (p / plantation) :op2 (p2 / plantation))))"
40	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: What can I do about this?
AMR graph:"	"(a / amr-unknown
      :ARG1-of (d / do-02
            :ARG0 (i / i)
            :ARG2 (t / this)
            :ARG1-of (p / possible-01)))"	(p / possible-01 :ARG1 (d / do-02 :ARG0 (i / i) :ARG1 (x / amr-unknown) :topic (t / this)))
41	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: We need water to drink.
AMR graph:"	"(n / need-01
      :ARG0 (w / we)
      :ARG1 (w2 / water
            :purpose (d / drink-01
                        :ARG0 w
                        :ARG1 w2)))"	"(n / need-01
  :ARG0 (w / we)
  :ARG1 (w2 / water)
  :purpose (d / drink-01 :ARG0 w :ARG1 w2))"
42	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: He went on to recall that as his parents had been swept away by tidal wave at the start of the tragedy, he was left alive alone.
AMR graph:"	"(a2 / and
      :op1 (r / recall-02
            :ARG0 (h / he)
            :ARG1 (s / sweep-01
                  :ARG0 (w / wave
                        :mod (t / tide))
                  :ARG1 (p / parent
                        :poss h)
                  :manner (a / away)
                  :time (s2 / start-01
                        :ARG0 (t2 / tragedy))))
      :op2 (l / leave-12
            :ARG1 h
            :ARG2 (a3 / alone
                  :mod (l2 / live-01
                        :ARG0 h))))"	"(r / recall-01
  :ARG0 (h / he)
  :ARG1 (s / survive-01
    :ARG0 h
    :ARG1-of (a / alone-01)
    :cause (s2 / sweep-01
      :ARG0 (w / wave :mod (t / tide))
      :ARG1 (p / parent :poss h)
      :time (s3 / start-01 :ARG1 (t2 / tragedy)))))"
43	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Does she even have a history of mental illness or a diagnosis?
AMR graph:"	"(h / have-03
      :ARG0 (s / she)
      :ARG1 (o / or
            :op1 (h2 / history
                  :consist-of (i / ill-01
                        :ARG1 s
                        :ARG2 (m / mental)))
            :op2 (d / diagnose-01
                  :ARG1 s))
      :mod (e / even)
      :polarity (a / amr-unknown))"	"(h / have-03
  :ARG0 (s / she)
  :ARG1 (o / or
    :op1 (h2 / history :topic (i / illness :mod (m / mental)))
    :op2 (t / thing :ARG1-of (d / diagnose-01 :ARG1 s)))
  :polarity (a / amr-unknown)
  :mod (e / even))"
44	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: I do n't think you can blame 288 for creating those people .
AMR graph:"	"(t / think-01
      :ARG0 (i / i)
      :ARG1 (r / recommend-01 :polarity -
            :ARG1 (b / blame-01
                  :ARG0 (y / you)
                  :ARG1 (r2 / road :wiki ""Virginia_State_Route_288"" :name (x / name :op1 ""288""))
                  :ARG2 (c / create-01
                        :ARG1 (p / person
                              :mod (t2 / that))))
            :ARG2 y))"	"(t / think-01
  :polarity -
  :ARG0 (i / i)
  :ARG1 (p / possible-01
    :ARG1 (b / blame-01
      :ARG0 (y / you)
      :ARG1 (x / thing :name (n / name :op1 ""288""))
      :ARG2 (c / create-01
        :ARG0 x
        :ARG1 (p2 / person :mod (t2 / that))))))"
45	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The Immigrations Bureau stated that they only recently received intelligence reports on Hambali's record in the country.
AMR graph:"	"(s / state-01
      :ARG0 (g / government-organization :wiki -
            :name (n / name :op1 ""Immigrations"" :op2 ""Bureau""))
      :ARG1 (r / receive-01
            :ARG0 g
            :ARG1 (r2 / report-01
                  :ARG0 (i / intelligence)
                  :ARG1 (r3 / record-01
                        :ARG0 (p / person :wiki ""Riduan_Isamuddin""
                              :name (n2 / name :op1 ""Hambali""))
                        :location (c / country))
                  :ARG2 g)
            :time (r4 / recent
                  :mod (o2 / only))))"	"(s / say-01
  :ARG0 (o / organization
            :wiki -
            :name (n / name :op1 ""Immigrations"" :op2 ""Bureau""))
  :ARG1 (r / receive-01
            :ARG0 o
            :ARG1 (r2 / report
                    :mod (i / intelligence)
                    :topic (r3 / record
                             :poss (p / person :wiki - :name (n2 / name :op1 ""Hambali""))
                             :location (c / country)))
            :time (r4 / recent :mod (o2 / only))))"
46	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 2008-10-08
AMR graph:"	(d / date-entity :year 2008 :month 10 :day 8)	(d / date-entity :year 2008 :month 10 :day 8)
47	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 09/02/2010 13:25
AMR graph:"	"(d / date-entity :time ""13:25"" :day 9 :month 2 :year 2010)"	"(d / date-entity :year 2010 :month 9 :day 2 :time ""13:25"")"
48	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The daily newspaper O Estado de Sao Paolo stated in an editorial the week of 20040718-20040824 -- the extreme measure raises ethical and juridical problems exceeding any potential benefits.
AMR graph:"	"(s / state-01
      :ARG0 (n / newspaper :wiki ""O_Estado_de_S._Paulo"" :name (n2 / name :op1 ""O"" :op2 ""Estado"" :op3 ""de"" :op4 ""Sao"" :op5 ""Paolo"")
            :frequency (r2 / rate-entity-91
                  :ARG3 (t / temporal-quantity :quant 1
                        :unit (d3 / day))))
      :ARG1 (r / raise-01
            :ARG0 (m / measure-02
                  :mod (e / extreme))
            :ARG1 (a / and
                  :op1 (p / problem
                        :topic (e2 / ethics)
                        :ARG0-of (e3 / exceed-01
                              :ARG1 (b / benefit-01
                                    :mod (p3 / potential)
                                    :mod (a2 / any))))
                  :op2 (p2 / problem
                        :topic (j / juridical)
                        :ARG0-of e3)))
      :medium (e4 / editorial)
      :time (w / week
            :mod (d4 / date-interval
                  :op1 (d / date-entity :year 2004 :month 7 :day 18)
                  :op2 (d2 / date-entity :year 2004 :month 7 :day 24))))"	"(s / state-01
  :ARG0 (n / newspaper
        :mod (d / daily)
        :name (n2 / name :op1 ""O"" :op2 ""Estado"" :op3 ""de"" :op4 ""Sao"" :op5 ""Paolo""))
  :ARG1 (c / cause-01
        :ARG0 (m / measure :mod (e / extreme))
        :ARG1 (p / problem
              :mod (e2 / ethic)
              :mod (l / law)
              :ARG1-of (e3 / exceed-01
                    :ARG2 (b / benefit :ARG1-of (p2 / possible-01)))))
  :medium (e4 / editorial)
  :time (i / date-interval
        :op1 (d1 / date-entity :year 2004 :month 7 :day 18)
        :op2 (d2 / date-entity :year 2004 :month 8 :day 24)))"
49	"Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Tang stated that the SCO will pass a temporary pact on SCO's foreign policies at the meeting on 23 November 2002.
AMR graph:"	"(s / state-01
      :ARG0 (p / person :wiki ""Tang_Jiaxuan"" :name (n / name :op1 ""Tang""))
      :ARG1 (p2 / pass-01
            :ARG0 (o2 / organization :wiki ""Shanghai_Cooperation_Organisation"" :name (n3 / name :op1 ""SCO""))
            :ARG1 (p3 / pact
                  :mod (t / temporary)
                  :topic (p4 / policy-01
                        :ARG0 o2
                        :ARG2 (f / foreign)))
            :time (m / meet-03
                  :time (d / date-entity :day 23 :month 11 :year 2002))))"	"(s / say-01
  :ARG0 (p / person :wiki - :name (n / name :op1 ""Tang""))
  :ARG1 (a / adopt-01
    :ARG0 (o / organization :wiki - :name (n2 / name :op1 ""SCO""))
    :ARG1 (p2 / pact :mod (t2 / temporary)
      :topic (p3 / policy :mod (f / foreign) :poss o))
    :location (m / meet-03
      :time (d / date-entity :year 2002 :month 11 :day 23))))"
