	sentence	gold_amr	generated_amr	draft_amr
29	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Anti-government insurgents have increased their violent activities across the Himalayan kingdom since the 9-month-long nationwide state of emergency expired at the end of August 2002.	"(i / increase-01
      :ARG0 (i2 / insurgent
            :ARG0-of (o / oppose-01
                  :ARG1 (g / government-organization
                        :ARG0-of (g2 / govern-01))))
      :ARG1 (a / activity-06
            :ARG0 i2
            :mod (v / violent))
      :location (a2 / across
            :op1 (k / kingdom
                  :location (w / world-region :wiki ""Himalayas"" :name (n / name :op1 ""Himalaya""))))
      :time (s / since
            :op1 (e2 / expire-01
                  :ARG1 (s2 / state
                        :mod (e3 / emergency)
                        :extent (n2 / nationwide)
                        :ARG1-of (l / long-03
                              :ARG2 (t2 / temporal-quantity :quant 9
                                    :unit (m2 / month))))
                  :time (e / end-01
                        :ARG1 (d / date-entity :year 2002 :month 8)))))"	"(i / increase-01
  :ARG0 (i2 / insurgent
        :ARG0-of (o / oppose-01
              :ARG1 (g / government-organization
                    :ARG0-of (g2 / govern-01))))
  :ARG1 (a2 / activity
        :mod (v / violent))
  :location (k / kingdom
        :mod (h / Himalayan))
  :time (s / since
        :op1 (e / expire-01
              :ARG1 (s2 / state
                    :mod (e2 / emergency)
                    :duration (t / temporal-quantity
                          :quant 9
                          :unit (m / month)))
              :time (d / date-entity
                    :day 31
                    :month 8
                    :year 2002))))"	"(i / increase-01
  :ARG0 (i2 / insurgent
        :ARG0-of (o / oppose-01
              :ARG1 (g / government-organization
                    :ARG0-of (g2 / govern-01))))
  :ARG1 (a2 / activity
        :mod (v / violent))
  :location (k / kingdom
        :mod (h / Himalayan))
  :time (a / after
        :op1 (e / expire-01
              :ARG1 (s / state
                    :mod (e2 / emergency)
                    :duration (d / duration-quantity
                          :quant 9
                          :unit (m / month-long))))
        :op2 (d2 / date-entity
              :month 8
              :year 2002)))"
30	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Xinhua News Agency , Seoul , August 31st , by reporter Shuifu Tang	"(b / byline-91
      :ARG0 (p / publication :wiki ""Xinhua_News_Agency""
            :name (n / name :op1 ""Xinhua"" :op2 ""News"" :op3 ""Agency""))
      :ARG1 (p2 / person :wiki -
            :name (n2 / name :op1 ""Shuifu"" :op2 ""Tang"")
            :ARG0-of (r / report-01))
      :location (c3 / city :wiki ""Seoul""
            :name (n3 / name :op1 ""Seoul""))
      :time (d2 / date-entity :month 8 :day 31))"	"(b1 / byline-91
      :ARG0 (p / publication :wiki ""Xinhua_News_Agency""
            :name (n / name :op1 ""Xinhua"" :op2 ""News"" :op3 ""Agency""))
      :ARG1 (p2 / person :wiki -
            :name (n2 / name :op1 ""Shuifu"" :op2 ""Tang"")
            :ARG0-of (r / report-01))
      :location (c4 / city :wiki ""Seoul""
            :name (n3 / name :op1 ""Seoul""))
      :time (d2 / date-entity :month 8 :day 31))"	"(b1 / byline-91
      :ARG0 (p / publication :wiki ""Xinhua_News_Agency""
            :name (n / name :op1 ""Xinhua"" :op2 ""News"" :op3 ""Agency""))
      :ARG1 (p2 / person :wiki -
            :name (n2 / name :op1 ""Shuifu"" :op2 ""Tang"")
            :ARG0-of (r / report-01))
      :location (c4 / city :wiki ""Seoul""
            :name (n3 / name :op1 ""Seoul""))
      :time (d2 / date-entity :month 8 :day 31))"
31	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The six are all members of an outdoor sports club in Xining, Qinghai's provincial capital.	"(p / person :quant 6
      :domain (m / member
            :ARG1-of (i2 / include-91
                  :ARG2 (c / club
                        :mod (s / sport)
                        :mod (o / outdoors)))
            :mod (a / all)
            :location (c2 / city :wiki ""Xining"" :name (n / name :op1 ""Xining"")
                  :ARG0-of (h / have-org-role-91
                        :ARG1 (p2 / province :wiki ""Qinghai"" :name (n2 / name :op1 ""Qinghai""))
                        :ARG2 (c3 / capital)))))"	"(m / member
      :quant 6
      :ARG0 (p / person
            :ARG0-of (h / have-org-role-91
                  :ARG1 (c / club
                        :mod (s / sport
                              :ARG1-of (o / outdoor-02)))
                  :location (c2 / city :wiki ""Xining"" :name (n / name :op1 ""Xining"")))))
      :location (c3 / city :wiki ""Xining"" :name (n3 / name :op1 ""Xining"")
            :ARG0-of (c4 / capital
                  :mod (p2 / province :wiki ""Qinghai"" :name (n2 / name :op1 ""Qinghai"")))))"	"(a / and
      :op1 (m / member
            :quant 6
            :ARG0 (p / person
                  :ARG0-of (h / have-org-role-91
                        :ARG1 (c / club
                              :mod (s / sport
                                    :ARG1-of (o / outdoor-02)))
                        :location (c2 / city :wiki ""Xining"" :name (n / name :op1 ""Xining"")))))
      :op2 (c3 / capital
            :mod (p / province :wiki ""Qinghai"" :name (n2 / name :op1 ""Qinghai""))))"
32	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Why is it so hard to understand ?	"(h / hard-02
      :ARG1 (u / understand-01
            :ARG1 (i / it))
      :ARG1-of (c / cause-01
            :ARG0 (a / amr-unknown))
      :degree (s / so))"	"(h / hard-02
      :ARG1 (u / understand-01
            :ARG1 (i / it))
      :degree (s / so)
      :ARG0-of (c / cause-01
            :ARG1 (a / amr-unknown)))"	"(c / cause-01
      :ARG0 (a / amr-unknown)
      :ARG1 (u / understand-01
            :ARG0 (i / it)
            :ARG1 (t / thing
                  :mod (h / hard-02
                        :degree (s / so)))))"
33	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The deal would most likely have remained secret had the pirates not hijacked the ship and begun speaking to the media by satellite phone.	"(l / likely-01
      :ARG1 (r / remain-01
            :ARG1 (d / deal-01)
            :ARG3 (s / secret))
      :condition (a / and
            :op1 (h / hijack-01 :polarity -
                  :ARG0 (p / pirate)
                  :ARG1 (s2 / ship))
            :op2 (b / begin-01 :polarity -
                  :ARG0 p
                  :ARG1 (s3 / speak-01
                        :ARG0 p
                        :ARG2 (m2 / media)
                        :medium (p2 / phone
                              :mod (s4 / satellite)))))
      :ARG2-of (h2 / have-degree-91
            :ARG1 r
            :ARG3 (m / most)))"	"(l / likely-01
      :ARG1 (r / remain-01
            :ARG1 (d / deal-01
                  :ARG2 (s / secret)))
      :condition (a / and
            :op1 (h / hijack-01
                  :ARG0 (p / pirate)
                  :ARG1 (s2 / ship))
            :op2 (b2 / begin-01
                  :ARG0 p
                  :ARG1 (s3 / speak-01
                        :ARG0 p
                        :ARG1 (m2 / media)
                        :manner (b / by
                              :op1 (p2 / phone
                                    :mod (s4 / satellite)))))))"	"(r / remain-01
      :ARG1 (d / deal-01
            :mod (m / most-likely)
            :mode conditional
            :ARG2 (s / secret))
      :condition (a / and
            :op1 (h / hijack-01
                  :ARG0 (p / pirate)
                  :ARG1 (s2 / ship))
            :op2 (b2 / begin-03
                  :ARG0 p
                  :ARG1 (s3 / speak-01
                        :ARG0 p
                        :ARG1 (m2 / media)
                        :manner (b / by
                              :op1 (p2 / phone
                                    :mod (s4 / satellite))))))))"
34	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The implication was that corrupt or sympathetic members of the Venezuelan military may be aiding guerrillas.	"(i / imply-01
      :ARG1 (p / possible-01
            :ARG1 (a / aid-01
                  :ARG0 (o / or
                        :op1 (p2 / person
                              :ARG0-of (h / have-org-role-91
                                    :ARG1 (m3 / military
                                          :mod (c2 / country :wiki ""Venezuela""
                                                :name (n / name :op1 ""Venezuela"")))
                                    :ARG2 (m / member))
                              :ARG1-of (c / corrupt-01))
                        :op2 (p3 / person
                              :ARG0-of (h2 / have-org-role-91
                                    :ARG1 m3
                                    :ARG2 (m2 / member))
                              :ARG0-of (s / sympathize-01)))
                  :ARG2 (g / guerrilla))))"	"(i / imply-01
      :ARG1 (a / aid-01
            :ARG0 (m / member
                  :ARG1-of (o / or
                        :op1 (c / corrupt-01)
                        :op2 (s / sympathetic-01))
                  :ARG1 (m2 / military
                        :mod (c2 / country :wiki ""Venezuela"" :name (n / name :op1 ""Venezuela""))))
            :ARG1 (g / guerrilla)))"	"(i / imply-01
      :ARG1 (a / aid-01
            :ARG0 (m / member
                  :ARG1-of (o / or
                        :op1 (c / corrupt-01)
                        :op2 (s / sympathetic-01))
                  :ARG1 (m2 / military
                        :mod (c2 / country :wiki ""Venezuela"" :name (n / name :op1 ""Venezuela""))))
            :ARG1 (g / guerrilla)))"
35	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The Vietnam-Germany trade volume rose 7.7 percent in 2003 to reach 1.4 billion dollars, of which 815.4 million dollars came from Vietnamese exports.	"(r / rise-01
      :ARG1 (v / volume
            :mod (t / trade-01
                  :ARG0 (c / country :wiki ""Vietnam"" :name (n / name :op1 ""Vietnam""))
                  :ARG2 (c2 / country :wiki ""Germany"" :name (n2 / name :op1 ""Germany""))))
      :ARG2 (p / percentage-entity :value 7.7)
      :ARG4 (r2 / reach-01
            :ARG0 v
            :ARG1 (m / monetary-quantity :quant 1400000000
                  :unit (d2 / dollar)
                  :ARG2-of (i / include-91
                        :ARG1 (m2 / monetary-quantity :quant 815400000
                              :ARG1-of (c3 / come-03
                                    :ARG2 (e / export-01
                                          :ARG0 c))
                              :unit (d3 / dollar)))))
      :time (d / date-entity :year 2003))"	"(r / rise-01
      :ARG1 (v / volume
            :ARG1-of (t2 / trade-01
                  :ARG0 (c / country :wiki ""Vietnam""
                        :name (n / name :op1 ""Vietnam""))
                  :ARG2 (c2 / country :wiki ""Germany""
                        :name (n2 / name :op1 ""Germany""))))
      :ARG2 (p / percentage-entity :value 7.7)
      :time (d / date-entity :year 2003)
      :ARG3 (r2 / reach-01
            :ARG0 v
            :ARG1 (m2 / monetary-quantity :quant 1400000000
                  :unit (d2 / dollar
                        :mod (c3 / country :wiki ""United_States""
                              :name (n3 / name :op1 ""US"")))))
      :ARG4 (e / export-01
            :ARG0 c
            :extent (m3 / monetary-quantity :quant 815400000
                  :unit (d3 / dollar
                        :mod c3))))"	"(r / rise-01
      :ARG1 (v / volume
            :ARG1-of (t2 / trade-01
                  :ARG0 (c / country :wiki ""Vietnam""
                        :name (n / name :op1 ""Vietnam""))
                  :ARG2 (c2 / country :wiki ""Germany""
                        :name (n2 / name :op1 ""Germany""))))
      :ARG2 (p / percentage-entity :value 7.7)
      :time (d / date-entity :year 2003)
      :ARG3 (r2 / reach-01
            :ARG0 v
            :ARG1 (m2 / monetary-quantity :quant 1400000000
                  :unit (d2 / dollar
                        :mod (c3 / country :wiki ""United_States""
                              :name (n3 / name :op1 ""US"")))))
      :ARG4 (s / subgraph
            :snt1 (r3 / come-01
                  :ARG1 (m3 / monetary-quantity :quant 815400000
                        :unit (d3 / dollar
                              :mod c3))
                  :source (e / export-01
                        :ARG0 c))))"
36	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Thank you.	"(t / thank-01
      :ARG0 (i / i)
      :ARG1 (y / you))"	"(t2 / thank-01
      :ARG1 (y2 / you))"	"(t2 / thank-01
      :ARG1 (y2 / you))"
37	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Crime; weapons; international; money	"(a / and
      :op1 (c / crime-02)
      :op2 (w / weapon)
      :op3 (i / international)
      :op4 (m / money))"	"(a / and
    :op1 (c / crime-02)
    :op2 (w / weapon)
    :op3 (i / international)
    :op4 (m / money))"	"(a / and
    :op1 (c / crime-02)
    :op2 (w / weapon)
    :op3 (i / international)
    :op4 (m / money))"
38	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: That's normal, it has always been the case that a whore is heartless and a performer is unrighteous	"(m / multi-sentence
      :snt1 (n / normal-02
            :ARG1 (t / that))
      :snt2 (a / and
            :op2 (a2 / and
                  :op1 (h / heartless
                        :domain (w2 / whore))
                  :op2 (r / righteous-07 :polarity -
                        :ARG1 (p2 / person
                              :ARG0-of (p3 / perform-01)))
                  :time (a3 / always))))"	"(t / that
      :ARG1 (n / normal-02)
      :ARG2 (a / and
            :op1 (w / whore
                  :ARG1-of (h / heartless-02))
            :op2 (p / performer
                  :ARG1-of (u / unrighteous-02))))"	"(t / that
      :ARG1 (n / normal-02)
      :conj-as
            (w / whore
                  :ARG1-of (h / heartless-02))
      :conj-and
            (p / performer
                  :ARG1-of (u / unrighteous-02))"
39	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Some of these flights were innocent violations by ranchers in the Amazon flying between plantations.	"(f2 / fly-01
      :mod (s / some)
      :ARG1-of (i2 / include-91
            :ARG2 (f3 / fly-01
                  :mod (t2 / this)))
      :ARG1-of (v2 / violate-01
            :ARG0 (p / person
                  :ARG0-of (r / ranch-01)
                  :ARG1-of (f / fly-01
                        :location (b / between
                              :op1 (p3 / plantation)))
                  :location (w / world-region :wiki ""Amazon_basin""
                        :name (n / name :op1 ""Amazon"")))
            :ARG1-of (i / innocent-01)))"	"(v / violate-01
      :ARG1 (f / flight
            :quant (s / some
                  :ARG1-of (t / these)))
      :ARG0 (r / rancher
            :ARG0-of (f2 / fly-01
                  :ARG1 (p / plantation
                        :quant (b / between)))))
      :mod (i / innocent)
      :location (a / amazon))"	"(v / violate-01
      :ARG1 (f / flight
            :quant (s / some
                  :ARG1-of (t / these)))
      :ARG2 (r / rancher
            :location (a / amazon)
            :ARG0-of (f2 / fly-01
                  :ARG1 (p / plantation
                        :quant (b / between))))
      :mod (i / innocent))"
40	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: What can I do about this?	"(a / amr-unknown
      :ARG1-of (d / do-02
            :ARG0 (i / i)
            :ARG2 (t / this)
            :ARG1-of (p / possible-01)))"	"(p / possible-01
      :ARG1 (d / do-02
            :ARG0 (i / i)
            :ARG1 (a / amr-unknown)
            :ARG2 (t / this)))"	"(p / possible-01
      :ARG1 (d / do-02
            :ARG0 (i / i)
            :ARG1 (t / this)))"
41	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: We need water to drink.	"(n / need-01
      :ARG0 (w / we)
      :ARG1 (w2 / water
            :purpose (d / drink-01
                        :ARG0 w
                        :ARG1 w2)))"	"(n / need-01
      :ARG0 (w / we)
      :ARG1 (w2 / water)
      :purpose (d / drink-01
            :ARG0 w))"	"(n / need-01
      :ARG0 (w / we)
      :ARG1 (w2 / water)
      :purpose (d / drink-01
            :ARG0 w))"
42	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: He went on to recall that as his parents had been swept away by tidal wave at the start of the tragedy, he was left alive alone.	"(a2 / and
      :op1 (r / recall-02
            :ARG0 (h / he)
            :ARG1 (s / sweep-01
                  :ARG0 (w / wave
                        :mod (t / tide))
                  :ARG1 (p / parent
                        :poss h)
                  :manner (a / away)
                  :time (s2 / start-01
                        :ARG0 (t2 / tragedy))))
      :op2 (l / leave-12
            :ARG1 h
            :ARG2 (a3 / alone
                  :mod (l2 / live-01
                        :ARG0 h))))"	"(r / recall-01
      :ARG0 (h / he)
      :ARG1 (a / and
            :op1 (l / leave-01
                  :ARG0 (p2 / parent)
                  :ARG1 (h3 / he)
                  :manner (a2 / alone)
                  :state (a3 / alive))
            :op2 (s2 / sweep-away-01
                  :ARG0 p2
                  :ARG1 (t / tidal-wave)
                  :time (s3 / start-01
                        :ARG1 (t2 / tragedy)))))"	"(r / recall-01
      :ARG0 (h / he)
      :ARG1 (s / state-01
            :ARG0 h
            :ARG1 (a / alive
                  :ARG1 h
                  :mod (a2 / alone))))
      :ARG2 (s2 / sweep-away-01
            :ARG1 (p / parent
                  :ARG0-of (h2 / have-rel-role-91
                        :ARG1 h
                        :ARG2 p))
            :ARG2 (t / tidal-wave))
      :time (s3 / start-01
            :ARG1 (t2 / tragedy)))"
43	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Does she even have a history of mental illness or a diagnosis?	"(h / have-03
      :ARG0 (s / she)
      :ARG1 (o / or
            :op1 (h2 / history
                  :consist-of (i / ill-01
                        :ARG1 s
                        :ARG2 (m / mental)))
            :op2 (d / diagnose-01
                  :ARG1 s))
      :mod (e / even)
      :polarity (a / amr-unknown))"	"(a / amr-choice
      :op1 (h / have-03
            :ARG0 (s / she)
            :ARG1 (h2 / history
                  :mod (m / mental)
                  :mod (i / illness)))
      :op2 (d / diagnosis
            :poss s)
      :polarity (a2 / amr-unknown)
      :condition (e / even))"	"(h / have-03
      :ARG0 (s / she)
      :ARG1 (h2 / history
            :mod (m / mental)
            :mod (i / illness))
      :op2 (d / diagnose-01
            :ARG1 s)
      :polarity (a / amr-unknown)
      :condition (e / even))"
44	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: I do n't think you can blame 288 for creating those people .	"(t / think-01
      :ARG0 (i / i)
      :ARG1 (r / recommend-01 :polarity -
            :ARG1 (b / blame-01
                  :ARG0 (y / you)
                  :ARG1 (r2 / road :wiki ""Virginia_State_Route_288"" :name (x / name :op1 ""288""))
                  :ARG2 (c / create-01
                        :ARG1 (p / person
                              :mod (t2 / that))))
            :ARG2 y))"	"(t / think-01 :polarity -
      :ARG0 (i / i)
      :ARG1 (b / blame-01 :mode possible
            :ARG0 (y / you)
            :ARG1 (p / person :ARG0-of (c / create-01
                  :ARG1 (p2 / person :mod (t2 / those))))
            :ARG2 (n / number :value 288)))"	"(t / think-01 :polarity -
      :ARG0 (i / i)
      :ARG1 (b / blame-01 :mode possible
            :ARG0 (y / you)
            :ARG1 (n / number :value 288)
            :ARG2 (c / create-01
                  :ARG0 n
                  :ARG1 (p / person :mod (t2 / those)))))"
45	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The Immigrations Bureau stated that they only recently received intelligence reports on Hambali's record in the country.	"(s / state-01
      :ARG0 (g / government-organization :wiki -
            :name (n / name :op1 ""Immigrations"" :op2 ""Bureau""))
      :ARG1 (r / receive-01
            :ARG0 g
            :ARG1 (r2 / report-01
                  :ARG0 (i / intelligence)
                  :ARG1 (r3 / record-01
                        :ARG0 (p / person :wiki ""Riduan_Isamuddin""
                              :name (n2 / name :op1 ""Hambali""))
                        :location (c / country))
                  :ARG2 g)
            :time (r4 / recent
                  :mod (o2 / only))))"	"(s / state-01
      :ARG0 (b / bureau
            :mod (i / immigrate-01))
      :ARG1 (r / receive-01
            :ARG0 (t / they)
            :ARG1 (r2 / report-01
                  :ARG1-of (i2 / intelligence-01)
                  :topic (p / person :wiki ""Riduan_Isamuddin"" :name (n / name :op1 ""Hambali""))
                  :mod (r3 / record))
            :location (c / country)
            :time (r4 / recent :degree (o / only))))"	"(s / state-01
      :ARG0 (b / bureau
            :mod (i / immigrate-01))
      :ARG1 (r / receive-01
            :ARG0 (t / they)
            :ARG1 (r2 / report-01
                  :ARG1-of (i2 / intelligence-01)
                  :poss (p / person :wiki ""Riduan_Isamuddin"" :name (n / name :op1 ""Hambali""))
                  :location (c / country))
            :time (r3 / recent :degree (o / only))))"
46	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 2008-10-08	(d / date-entity :year 2008 :month 10 :day 8)	(d1 / date-entity :year 2008 :month 10 :day 8)	(d1 / date-entity :year 2008 :month 10 :day 8)
47	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 09/02/2010 13:25	"(d / date-entity :time ""13:25"" :day 9 :month 2 :year 2010)"	"(d / date-entity :time ""13:25"" :year 2010 :month 2 :day 9)"	"(d / date-entity :time ""13:25"" :year 2010 :month 2 :day 9)"
48	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The daily newspaper O Estado de Sao Paolo stated in an editorial the week of 20040718-20040824 -- the extreme measure raises ethical and juridical problems exceeding any potential benefits.	"(s / state-01
      :ARG0 (n / newspaper :wiki ""O_Estado_de_S._Paulo"" :name (n2 / name :op1 ""O"" :op2 ""Estado"" :op3 ""de"" :op4 ""Sao"" :op5 ""Paolo"")
            :frequency (r2 / rate-entity-91
                  :ARG3 (t / temporal-quantity :quant 1
                        :unit (d3 / day))))
      :ARG1 (r / raise-01
            :ARG0 (m / measure-02
                  :mod (e / extreme))
            :ARG1 (a / and
                  :op1 (p / problem
                        :topic (e2 / ethics)
                        :ARG0-of (e3 / exceed-01
                              :ARG1 (b / benefit-01
                                    :mod (p3 / potential)
                                    :mod (a2 / any))))
                  :op2 (p2 / problem
                        :topic (j / juridical)
                        :ARG0-of e3)))
      :medium (e4 / editorial)
      :time (w / week
            :mod (d4 / date-interval
                  :op1 (d / date-entity :year 2004 :month 7 :day 18)
                  :op2 (d2 / date-entity :year 2004 :month 7 :day 24))))"	"(s / state-01
      :ARG0 (n / newspaper :wiki ""O_Estado_de_Sao_Paulo""
            :mod (d / daily))
      :ARG1 (r / raise-01
            :ARG1 (p / problem
                  :mod (e / ethical)
                  :mod (j / juridical))
            :ARG2 (b / benefit
                  :mod (p2 / potential))
            :degree (e2 / extreme))
      :location (e3 / editorial)
      :date (d2 / date-interval
            :date-start (d3 / date-entity :year 2004 :month 07 :day 18)
            :date-end (d4 / date-entity :year 2004 :month 08 :day 24)))"	"(s / state-01
      :ARG0 (n / newspaper :wiki ""O_Estado_de_Sao_Paulo""
            :mod (d / daily))
      :ARG1 (p / problem-01
            :ARG1-of (r / raise-01
                  :ARG1 (m / measure
                        :mod (e2 / extreme)))
            :mod (a10 / any
                  :polarity -)
            :mod (e / ethical)
            :mod (j / juridical))
      :location (e3 / editorial)
      :time (w / week :quant 20040718-20040824))"
49	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Tang stated that the SCO will pass a temporary pact on SCO's foreign policies at the meeting on 23 November 2002.	"(s / state-01
      :ARG0 (p / person :wiki ""Tang_Jiaxuan"" :name (n / name :op1 ""Tang""))
      :ARG1 (p2 / pass-01
            :ARG0 (o2 / organization :wiki ""Shanghai_Cooperation_Organisation"" :name (n3 / name :op1 ""SCO""))
            :ARG1 (p3 / pact
                  :mod (t / temporary)
                  :topic (p4 / policy-01
                        :ARG0 o2
                        :ARG2 (f / foreign)))
            :time (m / meet-03
                  :time (d / date-entity :day 23 :month 11 :year 2002))))"	"(s / state-01
      :ARG0 (p / person :wiki ""Tang""
            :name (n / name :op1 ""Tang""))
      :ARG1 (p2 / pass-01
            :ARG0 (s2 / organization :wiki ""Shanghai_Cooperation_Organisation""
                  :name (n2 / name :op1 ""SCO""))
            :ARG1 (p3 / pact
                  :mod (t2 / temporary)
                  :purpose (h / have-03
                        :ARG2 (f / foreign-policy
                              :poss s2))
                  :poss s2))
      :location (m / meet-03
            :time (d / date-entity :year 2002 :month 11 :day 23)))"	"(s / state-01
      :ARG0 (p / person :wiki ""Tang""
            :name (n / name :op1 ""Tang""))
      :ARG1 (p2 / pass-01
            :ARG0 (s2 / organization :wiki ""Shanghai_Cooperation_Organisation""
                  :name (n2 / name :op1 ""SCO""))
            :ARG1 (p3 / pact
                  :mod (t2 / temporary)
                  :poss s2)
            :purpose (f / foreign
                  :mod (p4 / policy
                        :poss s2))
            :location (m / meet-03
                  :time (d / date-entity :year 2002 :month 11 :day 23))))"
