	sentence	gold_amr	generated_amr	draft_amr
28	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: e.g. i'll say hello to someone from uni and they'll ignore me, but 30 minutes later they'll decide they want my help with some work... and i'll give it to them.	"(e / exemplify-01
      :ARG0 (c / contrast-01
            :ARG1 (a / and
                  :op1 (s / say-01
                        :ARG0 (i / i)
                        :ARG1 (h / hello)
                        :ARG2 (s2 / someone
                              :source (u / university)))
                  :op2 (i2 / ignore-01
                        :ARG0 s2
                        :ARG1 i))
            :ARG2 (a2 / and
                  :op1 (d / decide-01
                        :ARG0 s2
                        :ARG1 (w / want-01
                              :ARG0 s2
                              :ARG1 (h2 / help-01
                                    :ARG0 i
                                    :ARG1 (w2 / work-01
                                          :mod (s3 / some))
                                    :ARG2 s2))
                        :time (a3 / after
                              :op1 a
                              :quant (t / temporal-quantity :quant 30
                                    :unit (m2 / minute))))
                  :op2 (g / give-01
                        :ARG0 i
                        :ARG1 h2
                        :ARG2 s2))))"	"(c / contrast-01
      :ARG1 (a / and
            :op1 (g / greet-01
                  :ARG0 (i / i)
                  :ARG1 (p / someone
                        :ARG0-of (a2 / attend-01
                              :ARG1 (u / university))))
            :op2 (i2 / ignore-01
                  :ARG0 p
                  :ARG1 i))
      :ARG2 (a3 / and
            :op1 (d / decide-01
                  :ARG0 p
                  :ARG1 (w / want-01
                        :ARG0 p
                        :ARG1 (h / help-01
                              :ARG0 i
                              :ARG1 p
                              :ARG2 (w2 / work
                                    :quant (s2 / some))))
                  :time (a4 / after
                        :op1 i2
                        :quant (t / temporal-quantity
                              :quant 30
                              :unit (m / minute))))
            :op2 (g2 / give-01
                  :ARG0 i
                  :ARG1 h
                  :ARG2 p))
      :ARG0-of (e / exemplify-01))"	"(c / contrast-01
      :ARG1 (a / and
            :op1 (g / greet-01
                  :ARG0 (i / i)
                  :ARG1 (p / someone
                        :ARG0-of (a2 / attend-01
                              :ARG1 (u / university))))
            :op2 (i2 / ignore-01
                  :ARG0 p
                  :ARG1 i))
      :ARG2 (a3 / and
            :op1 (d / decide-01
                  :ARG0 p
                  :ARG1 (w / want-01
                        :ARG0 p
                        :ARG1 (h / help-01
                              :ARG0 i
                              :ARG2 p
                              :ARG1 (w2 / work
                                    :quant (s2 / some))))
                  :time (a4 / after
                        :quant (t / temporal-quantity
                              :quant 30
                              :unit (m / minute))))
            :op2 (g2 / give-01
                  :ARG0 i
                  :ARG1 h
                  :ARG2 p))
      :ARG0-of (e / exemplify-01))"
29	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Anti-government insurgents have increased their violent activities across the Himalayan kingdom since the 9-month-long nationwide state of emergency expired at the end of August 2002.	"(i / increase-01
      :ARG0 (i2 / insurgent
            :ARG0-of (o / oppose-01
                  :ARG1 (g / government-organization
                        :ARG0-of (g2 / govern-01))))
      :ARG1 (a / activity-06
            :ARG0 i2
            :mod (v / violent))
      :location (a2 / across
            :op1 (k / kingdom
                  :location (w / world-region :wiki ""Himalayas"" :name (n / name :op1 ""Himalaya""))))
      :time (s / since
            :op1 (e2 / expire-01
                  :ARG1 (s2 / state
                        :mod (e3 / emergency)
                        :extent (n2 / nationwide)
                        :ARG1-of (l / long-03
                              :ARG2 (t2 / temporal-quantity :quant 9
                                    :unit (m2 / month))))
                  :time (e / end-01
                        :ARG1 (d / date-entity :year 2002 :month 8)))))"	"(i / increase-01
      :ARG0 (i2 / insurgent
            :ARG0-of (o / oppose-01
                  :ARG1 (g / government-organization
                        :ARG0-of (g2 / govern-01))))
      :ARG1 (a / attack-01
            :ARG0 i2
            :mod (v / violent)
            :location (k / kingdom
                  :mod (h / mountain-range :wiki ""Himalayas""
                        :name (n / name :op1 ""Himalayas""))))
      :time (s / since
            :op1 (e / expire-01
                  :ARG1 (s2 / state
                        :mod (e2 / emergency)
                        :mod (n2 / nationwide)
                        :duration (t / temporal-quantity :quant 9
                              :unit (m2 / month)))
                  :time (e3 / end-01
                        :ARG1 (d / date-entity :month 8 :year 2002)))))"	"(i / increase-01
      :ARG1 (v / violence
            :poss (i2 / insurgent
                  :ARG0-of (o / oppose-01
                        :ARG1 (g / government-organization
                              :ARG0-of (g2 / govern-01)))))
      :location (k / kingdom
            :location (m / mountain-range :wiki ""Himalayas""
                  :name (n / name :op1 ""Himalayas"")))
      :time (s / since
            :op1 (e / expire-01
                  :ARG1 (s2 / state
                        :mod (e2 / emergency)
                        :duration (t / temporal-quantity :quant 9
                              :unit (m2 / month)))
                  :time (e3 / end-01
                        :ARG1 (d / date-entity :month 8 :year 2002)))))"
30	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Xinhua News Agency , Seoul , August 31st , by reporter Shuifu Tang	"(b / byline-91
      :ARG0 (p / publication :wiki ""Xinhua_News_Agency""
            :name (n / name :op1 ""Xinhua"" :op2 ""News"" :op3 ""Agency""))
      :ARG1 (p2 / person :wiki -
            :name (n2 / name :op1 ""Shuifu"" :op2 ""Tang"")
            :ARG0-of (r / report-01))
      :location (c3 / city :wiki ""Seoul""
            :name (n3 / name :op1 ""Seoul""))
      :time (d2 / date-entity :month 8 :day 31))"	"(b / byline-91
      :ARG0 (p / publication :wiki ""Xinhua_News_Agency""
            :name (n / name :op1 ""Xinhua"" :op2 ""News"" :op3 ""Agency""))
      :ARG1 (p2 / person :wiki -
            :name (n2 / name :op1 ""Shuifu"" :op2 ""Tang"")
            :ARG0-of (r / report-01))
      :location (c / city :wiki ""Seoul""
            :name (n3 / name :op1 ""Seoul""))
      :time (d / date-entity :month 8 :day 31))"	"(b / byline-91
      :ARG0 (p / publication :wiki ""Xinhua_News_Agency""
            :name (n / name :op1 ""Xinhua"" :op2 ""News"" :op3 ""Agency""))
      :ARG1 (p2 / person :wiki -
            :name (n2 / name :op1 ""Shuifu"" :op2 ""Tang"")
            :ARG0-of (r / report-01))
      :location (c / city :wiki ""Seoul""
            :name (n3 / name :op1 ""Seoul""))
      :time (d / date-entity :month 8 :day 31))"
31	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The six are all members of an outdoor sports club in Xining, Qinghai's provincial capital.	"(p / person :quant 6
      :domain (m / member
            :ARG1-of (i2 / include-91
                  :ARG2 (c / club
                        :mod (s / sport)
                        :mod (o / outdoors)))
            :mod (a / all)
            :location (c2 / city :wiki ""Xining"" :name (n / name :op1 ""Xining"")
                  :ARG0-of (h / have-org-role-91
                        :ARG1 (p2 / province :wiki ""Qinghai"" :name (n2 / name :op1 ""Qinghai""))
                        :ARG2 (c3 / capital)))))"	"(h / have-org-role-91
      :ARG0 (p / person
            :quant 6
            :mod (a / all))
      :ARG1 (c / club
            :mod (s / sport
                  :mod (o / outdoor))
            :location (x / city :wiki ""Xining""
                  :name (nx / name :op1 ""Xining"")
                  :ARG0-of (h2 / have-org-role-91
                        :ARG1 (q / province :wiki ""Qinghai""
                              :name (nq / name :op1 ""Qinghai""))
                        :ARG2 (cap / capital))))
      :ARG2 (m / member))"	"(h / have-org-role-91
      :ARG0 (p / person
            :quant 6
            :mod (a / all))
      :ARG1 (c / club
            :mod (s / sport
                  :mod (o / outdoor))
            :location (x / city :wiki ""Xining""
                  :name (nx / name :op1 ""Xining"")
                  :ARG0-of (h2 / have-org-role-91
                        :ARG1 (q / province :wiki ""Qinghai""
                              :name (nq / name :op1 ""Qinghai""))
                        :ARG2 (cap / capital))))
      :ARG2 (m / member))"
32	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Why is it so hard to understand ?	"(h / hard-02
      :ARG1 (u / understand-01
            :ARG1 (i / it))
      :ARG1-of (c / cause-01
            :ARG0 (a / amr-unknown))
      :degree (s / so))"	"(c / cause-01
      :ARG0 (a / amr-unknown)
      :ARG1 (h / hard-02
            :ARG1 (u / understand-01
                  :ARG1 (i / it))
            :degree (s / so)))"	"(c / cause-01
      :ARG0 (a / amr-unknown)
      :ARG1 (h / hard-02
            :ARG1 (u / understand-01
                  :ARG1 (i / it))
            :degree (s / so)))"
33	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The deal would most likely have remained secret had the pirates not hijacked the ship and begun speaking to the media by satellite phone.	"(l / likely-01
      :ARG1 (r / remain-01
            :ARG1 (d / deal-01)
            :ARG3 (s / secret))
      :condition (a / and
            :op1 (h / hijack-01 :polarity -
                  :ARG0 (p / pirate)
                  :ARG1 (s2 / ship))
            :op2 (b / begin-01 :polarity -
                  :ARG0 p
                  :ARG1 (s3 / speak-01
                        :ARG0 p
                        :ARG2 (m2 / media)
                        :medium (p2 / phone
                              :mod (s4 / satellite)))))
      :ARG2-of (h2 / have-degree-91
            :ARG1 r
            :ARG3 (m / most)))"	"(h / have-condition-91
      :ARG1 (l / likely-01
            :ARG1 (r / remain-01
                  :ARG1 (d / deal)
                  :ARG2 (s / secret))
            :degree (m / most))
      :ARG2 (a / and :polarity -
            :op1 (h2 / hijack-01
                  :ARG0 (p / pirate)
                  :ARG1 (s2 / ship))
            :op2 (b / begin-01
                  :ARG0 p
                  :ARG1 (s3 / speak-01
                        :ARG0 p
                        :ARG2 (m2 / media)
                        :instrument (p2 / phone
                              :mod (s4 / satellite))))))"	"(h / have-condition-91
      :ARG1 (p / possible-01
            :ARG1 (r / remain-01
                  :ARG1 (d / deal-01)
                  :ARG2 (s / secret))
            :mod (p2 / probable
                  :degree (m / most)))
      :ARG2 (a / and
            :op1 (h2 / hijack-01 :polarity -
                  :ARG0 (p3 / pirate)
                  :ARG1 (s2 / ship))
            :op2 (b / begin-01 :polarity -
                  :ARG1 (s3 / speak-01
                        :ARG0 p3
                        :ARG2 (p4 / press)
                        :instrument (p5 / phone
                              :mod (s4 / satellite))))))"
34	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The implication was that corrupt or sympathetic members of the Venezuelan military may be aiding guerrillas.	"(i / imply-01
      :ARG1 (p / possible-01
            :ARG1 (a / aid-01
                  :ARG0 (o / or
                        :op1 (p2 / person
                              :ARG0-of (h / have-org-role-91
                                    :ARG1 (m3 / military
                                          :mod (c2 / country :wiki ""Venezuela""
                                                :name (n / name :op1 ""Venezuela"")))
                                    :ARG2 (m / member))
                              :ARG1-of (c / corrupt-01))
                        :op2 (p3 / person
                              :ARG0-of (h2 / have-org-role-91
                                    :ARG1 m3
                                    :ARG2 (m2 / member))
                              :ARG0-of (s / sympathize-01)))
                  :ARG2 (g / guerrilla))))"	"(i / imply-01
      :ARG1 (p / possible-01
            :ARG1 (a / aid-01
                  :ARG0 (o / or
                        :op1 (p1 / person
                              :ARG0-of (h1 / have-org-role-91
                                    :ARG1 (m / military
                                          :mod (c / country :wiki ""Venezuela"" :name (n / name :op1 ""Venezuela"")))
                                    :ARG2 (m1 / member))
                              :ARG1-of (c1 / corrupt-01))
                        :op2 (p2 / person
                              :ARG0-of (h2 / have-org-role-91
                                    :ARG1 m
                                    :ARG2 (m2 / member))
                              :mod (s / sympathetic)))
                  :ARG1 (g / guerrilla))))"	"(i / imply-01
      :ARG1 (p / possible-01
            :ARG1 (a / aid-01
                  :ARG0 (o / or
                        :op1 (p1 / person
                              :ARG0-of (h1 / have-org-role-91
                                    :ARG1 (m / military
                                          :mod (c / country :wiki ""Venezuela"" :name (n / name :op1 ""Venezuela"")))
                                    :ARG2 (m1 / member))
                              :ARG1-of (c1 / corrupt-01))
                        :op2 (p2 / person
                              :ARG0-of (h2 / have-org-role-91
                                    :ARG1 m
                                    :ARG2 (m2 / member))
                              :mod (s / sympathetic)))
                  :ARG1 (g / guerrilla))))"
35	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The Vietnam-Germany trade volume rose 7.7 percent in 2003 to reach 1.4 billion dollars, of which 815.4 million dollars came from Vietnamese exports.	"(r / rise-01
      :ARG1 (v / volume
            :mod (t / trade-01
                  :ARG0 (c / country :wiki ""Vietnam"" :name (n / name :op1 ""Vietnam""))
                  :ARG2 (c2 / country :wiki ""Germany"" :name (n2 / name :op1 ""Germany""))))
      :ARG2 (p / percentage-entity :value 7.7)
      :ARG4 (r2 / reach-01
            :ARG0 v
            :ARG1 (m / monetary-quantity :quant 1400000000
                  :unit (d2 / dollar)
                  :ARG2-of (i / include-91
                        :ARG1 (m2 / monetary-quantity :quant 815400000
                              :ARG1-of (c3 / come-03
                                    :ARG2 (e / export-01
                                          :ARG0 c))
                              :unit (d3 / dollar)))))
      :time (d / date-entity :year 2003))"	"(a / and
      :op1 (i / increase-01
            :ARG1 (v / volume
                  :quant-of (t / trade-01
                        :ARG0 (c1 / country :wiki ""Vietnam""
                              :name (n1 / name :op1 ""Vietnam""))
                        :ARG2 (c2 / country :wiki ""Germany""
                              :name (n2 / name :op1 ""Germany"")))
                  :ARG1-of (i2 / include-91
                        :ARG2 (m2 / monetary-quantity :quant 815400000
                              :unit (d2 / dollar
                                    :mod (c3 / country :wiki ""United_States"" :name (n3 / name :op1 ""US"")))
                              :domain (e / export-01
                                    :ARG0 c1
                                    :ARG2 c2))))
            :ARG2 (p / percentage-entity :value 7.7)
            :time (d / date-entity :year 2003))
      :op2 (r / reach-01
            :ARG0 v
            :ARG1 (m1 / monetary-quantity :quant 1400000000
                  :unit (d1 / dollar :mod c3)
                  :domain v)
            :time d))"	"(a / and
      :op1 (i / increase-01
            :ARG1 (v / volume
                  :quant-of (t / trade-01
                        :ARG0 (c1 / country :wiki ""Vietnam""
                              :name (n1 / name :op1 ""Vietnam""))
                        :ARG2 (c2 / country :wiki ""Germany""
                              :name (n2 / name :op1 ""Germany"")))
                  :ARG1-of (i2 / include-91
                        :ARG2 (m2 / monetary-quantity :quant 815400000
                              :unit (d2 / dollar
                                    :mod (c3 / country :wiki ""United_States"" :name (n3 / name :op1 ""US"")))
                              :domain (e / export-01
                                    :ARG0 c1
                                    :ARG2 c2))))
            :ARG2 (p / percentage-entity :value 7.7)
            :time (d / date-entity :year 2003))
      :op2 (r / reach-01
            :ARG0 v
            :ARG1 (m1 / monetary-quantity :quant 1400000000
                  :unit (d1 / dollar :mod c3)
                  :domain v)
            :time d))"
36	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Thank you.	"(t / thank-01
      :ARG0 (i / i)
      :ARG1 (y / you))"	"(t / thank-01
      :ARG1 (y / you))"	"(t / thank-01
      :ARG1 (y / you))"
37	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Crime; weapons; international; money	"(a / and
      :op1 (c / crime-02)
      :op2 (w / weapon)
      :op3 (i / international)
      :op4 (m / money))"	"(a / and
      :op1 (c / crime-02)
      :op2 (w / weapon)
      :op3 (i / international)
      :op4 (m / money))"	"(a / and
      :op1 (c / crime-02)
      :op2 (w / weapon)
      :op3 (i / international)
      :op4 (m / money))"
38	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: That's normal, it has always been the case that a whore is heartless and a performer is unrighteous	"(m / multi-sentence
      :snt1 (n / normal-02
            :ARG1 (t / that))
      :snt2 (a / and
            :op2 (a2 / and
                  :op1 (h / heartless
                        :domain (w2 / whore))
                  :op2 (r / righteous-07 :polarity -
                        :ARG1 (p2 / person
                              :ARG0-of (p3 / perform-01)))
                  :time (a3 / always))))"	"(n / normal-02
      :domain (a / and
            :op1 (h / heartless-01
                  :ARG1 (p / person
                        :ARG0-of (w / whore-01)))
            :op2 (m / moral-02 :polarity -
                  :ARG1 (p2 / person
                        :ARG0-of (p3 / perform-01)))
            :time (a2 / always)))"	"(n / normal-02
      :domain (a / and
            :op1 (h / heartless-01
                  :ARG1 (p / person
                        :ARG0-of (w / whore-01)))
            :op2 (m / moral-02 :polarity -
                  :ARG1 (p2 / person
                        :ARG0-of (p3 / perform-01)))
            :time (a2 / always)))"
39	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Some of these flights were innocent violations by ranchers in the Amazon flying between plantations.	"(f2 / fly-01
      :mod (s / some)
      :ARG1-of (i2 / include-91
            :ARG2 (f3 / fly-01
                  :mod (t2 / this)))
      :ARG1-of (v2 / violate-01
            :ARG0 (p / person
                  :ARG0-of (r / ranch-01)
                  :ARG1-of (f / fly-01
                        :location (b / between
                              :op1 (p3 / plantation)))
                  :location (w / world-region :wiki ""Amazon_basin""
                        :name (n / name :op1 ""Amazon"")))
            :ARG1-of (i / innocent-01)))"	"(v / violate-01
   :ARG0 (r / rancher
         :location (a / world-region :wiki ""Amazon_rainforest"" :name (n / name :op1 ""Amazon"")))
   :manner (i / innocent)
   :subevent (f / flight
         :quant (s / some)
         :subset-of (f2 / flight :mod (t / this))
         :ARG0 r
         :path (b / between
               :op1 (p / plantation)
               :op2 (p2 / plantation))))"	"(v / violate-01
   :manner (i / innocent)
   :ARG0 (r / rancher
         :location (a / world-region :wiki ""Amazon_rainforest"" :name (n / name :op1 ""Amazon""))
         :ARG0-of (f2 / fly-01
               :path (b / between
                     :op1 (p / plantation)
                     :op2 (p2 / plantation))))
   :domain (f / flight
         :ARG1-of (i2 / include-91
               :ARG2 (f3 / flight
                     :mod (t / this))
               :ARG3 (s / some))))"
40	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: What can I do about this?	"(a / amr-unknown
      :ARG1-of (d / do-02
            :ARG0 (i / i)
            :ARG2 (t / this)
            :ARG1-of (p / possible-01)))"	"(p / possible-01
      :ARG1 (d / do-02
            :ARG0 (i / i)
            :ARG1 (a / amr-unknown)
            :topic (t / this)))"	"(p / possible-01
      :ARG1 (d / do-02
            :ARG0 (i / i)
            :ARG1 (a / amr-unknown)
            :ARG2 (t / this)))"
41	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: We need water to drink.	"(n / need-01
      :ARG0 (w / we)
      :ARG1 (w2 / water
            :purpose (d / drink-01
                        :ARG0 w
                        :ARG1 w2)))"	"(n / need-01
      :ARG0 (w / we)
      :ARG1 (w2 / water
            :purpose (d / drink-01
                  :ARG0 w)))"	"(n / need-01
      :ARG0 (w / we)
      :ARG1 (w2 / water
            :purpose (d / drink-01
                  :ARG0 w)))"
42	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: He went on to recall that as his parents had been swept away by tidal wave at the start of the tragedy, he was left alive alone.	"(a2 / and
      :op1 (r / recall-02
            :ARG0 (h / he)
            :ARG1 (s / sweep-01
                  :ARG0 (w / wave
                        :mod (t / tide))
                  :ARG1 (p / parent
                        :poss h)
                  :manner (a / away)
                  :time (s2 / start-01
                        :ARG0 (t2 / tragedy))))
      :op2 (l / leave-12
            :ARG1 h
            :ARG2 (a3 / alone
                  :mod (l2 / live-01
                        :ARG0 h))))"	"(c / continue-01
      :ARG0 (h / he)
      :ARG1 (r / recall-02
            :ARG0 h
            :ARG1 (a / and
                  :op1 (l / leave-12
                        :ARG1 h
                        :time (w2 / when
                              :op1 (s / sweep-01
                                    :ARG0 (w / wave
                                          :mod (t / tide))
                                    :ARG1 (p / person
                                          :ARG0-of (h2 / have-rel-role-91
                                                :ARG1 h
                                                :ARG2 (p2 / parent)))
                                    :direction (a2 / away)
                                    :time (s2 / start-01
                                          :ARG1 (t2 / tragedy)))))
                  :op2 (av / alive
                        :domain h
                        :time-of l)
                  :op3 (al / alone
                        :domain h
                        :time-of l))))"	"(r / recall-02
      :ARG0 (h / he)
      :ARG1 (s / survive-01
            :ARG0 h
            :manner (b / by-oneself)
            :time (s2 / sweep-01
                  :ARG0 (w / wave
                        :mod (t / tide))
                  :ARG1 (p / person
                        :ARG0-of (h2 / have-rel-role-91
                              :ARG1 h
                              :ARG2 (p2 / parent)))
                  :direction (a / away)
                  :time (s3 / start-01
                        :ARG1 (t2 / tragedy)))))"
43	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Does she even have a history of mental illness or a diagnosis?	"(h / have-03
      :ARG0 (s / she)
      :ARG1 (o / or
            :op1 (h2 / history
                  :consist-of (i / ill-01
                        :ARG1 s
                        :ARG2 (m / mental)))
            :op2 (d / diagnose-01
                  :ARG1 s))
      :mod (e / even)
      :polarity (a / amr-unknown))"	"(h / have-03
      :ARG0 (s / she)
      :ARG1 (o / or
            :op1 (h2 / history
                  :poss s
                  :topic (i / illness
                        :mod (m / mental)))
            :op2 (d / diagnose-01
                  :ARG1 s))
      :polarity (a / amr-unknown)
      :mod (e / even))"	"(h / have-03
      :ARG0 (s / she)
      :ARG1 (o / or
            :op1 (h2 / history
                  :poss s
                  :topic (i / ill-01
                        :ARG1 s
                        :mod (m / mental)))
            :op2 (d / diagnosis
                  :poss s))
      :polarity (a / amr-unknown)
      :mod (e / even))"
44	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: I do n't think you can blame 288 for creating those people .	"(t / think-01
      :ARG0 (i / i)
      :ARG1 (r / recommend-01 :polarity -
            :ARG1 (b / blame-01
                  :ARG0 (y / you)
                  :ARG1 (r2 / road :wiki ""Virginia_State_Route_288"" :name (x / name :op1 ""288""))
                  :ARG2 (c / create-01
                        :ARG1 (p / person
                              :mod (t2 / that))))
            :ARG2 y))"	"(t / think-01
      :ARG0 (i / i)
      :ARG1 (p / possible-01 :polarity -
            :ARG1 (b / blame-01
                  :ARG0 (y / you)
                  :ARG1 (x / number :value 288)
                  :ARG2 (c / create-01
                        :ARG0 x
                        :ARG1 (p2 / person
                              :mod (t2 / those))))))"	"(t / think-01 :polarity -
      :ARG0 (i / i)
      :ARG1 (p / possible-01
            :ARG1 (b / blame-01
                  :ARG0 (y / you)
                  :ARG1 (x / thing
                        :name (n / name :op1 ""288""))
                  :ARG2 (c / create-01
                        :ARG0 x
                        :ARG1 (p2 / person
                              :mod (t2 / that))))))"
45	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The Immigrations Bureau stated that they only recently received intelligence reports on Hambali's record in the country.	"(s / state-01
      :ARG0 (g / government-organization :wiki -
            :name (n / name :op1 ""Immigrations"" :op2 ""Bureau""))
      :ARG1 (r / receive-01
            :ARG0 g
            :ARG1 (r2 / report-01
                  :ARG0 (i / intelligence)
                  :ARG1 (r3 / record-01
                        :ARG0 (p / person :wiki ""Riduan_Isamuddin""
                              :name (n2 / name :op1 ""Hambali""))
                        :location (c / country))
                  :ARG2 g)
            :time (r4 / recent
                  :mod (o2 / only))))"	"(s / state-01
      :ARG0 (b / bureau
            :mod (i / immigration))
      :ARG1 (r / receive-01
            :ARG0 b
            :ARG1 (r2 / report-01
                  :mod (i2 / intelligence)
                  :ARG0-of (r3 / regard-01
                        :ARG1 (r4 / record
                              :poss (p / person :wiki -
                                    :name (n / name :op1 ""Hambali""))
                              :location (c / country))))
            :time (r5 / recent
                  :mod (o / only))))"	"(s / state-01
      :ARG0 (b / bureau
            :mod (i / immigration))
      :ARG1 (r / receive-01
            :ARG0 b
            :ARG1 (r2 / report-01
                  :mod (i2 / intelligence)
                  :ARG0-of (r3 / regard-01
                        :ARG1 (r4 / record
                              :poss (p / person :wiki -
                                    :name (n / name :op1 ""Hambali""))
                              :location (c / country))))
            :time (r5 / recent
                  :mod (o / only))))"
46	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 2008-10-08	(d / date-entity :year 2008 :month 10 :day 8)	(d / date-entity :year 2008 :month 10 :day 8)	(d / date-entity :year 2008 :month 10 :day 8)
47	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: 09/02/2010 13:25	"(d / date-entity :time ""13:25"" :day 9 :month 2 :year 2010)"	"(d / date-entity :time ""13:25"" :year 2010 :month 2 :day 9)"	"(d / date-entity :time ""13:25"" :year 2010 :month 2 :day 9)"
48	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: The daily newspaper O Estado de Sao Paolo stated in an editorial the week of 20040718-20040824 -- the extreme measure raises ethical and juridical problems exceeding any potential benefits.	"(s / state-01
      :ARG0 (n / newspaper :wiki ""O_Estado_de_S._Paulo"" :name (n2 / name :op1 ""O"" :op2 ""Estado"" :op3 ""de"" :op4 ""Sao"" :op5 ""Paolo"")
            :frequency (r2 / rate-entity-91
                  :ARG3 (t / temporal-quantity :quant 1
                        :unit (d3 / day))))
      :ARG1 (r / raise-01
            :ARG0 (m / measure-02
                  :mod (e / extreme))
            :ARG1 (a / and
                  :op1 (p / problem
                        :topic (e2 / ethics)
                        :ARG0-of (e3 / exceed-01
                              :ARG1 (b / benefit-01
                                    :mod (p3 / potential)
                                    :mod (a2 / any))))
                  :op2 (p2 / problem
                        :topic (j / juridical)
                        :ARG0-of e3)))
      :medium (e4 / editorial)
      :time (w / week
            :mod (d4 / date-interval
                  :op1 (d / date-entity :year 2004 :month 7 :day 18)
                  :op2 (d2 / date-entity :year 2004 :month 7 :day 24))))"	"(s / state-01
      :ARG0 (n / newspaper
            :mod (d / daily)
            :name (n2 / name :op1 ""O"" :op2 ""Estado"" :op3 ""de"" :op4 ""Sao"" :op5 ""Paulo""))
      :ARG1 (r / raise-01
            :ARG0 (m / measure
                  :mod (e / extreme))
            :ARG1 (p / problem
                  :mod (e2 / ethical)
                  :mod (j / juridical)
                  :ARG1-of (e3 / exceed-01
                        :ARG2 (b / benefit
                              :quant (a / any)
                              :ARG1-of (p2 / possible-01)))))
      :medium (e4 / editorial
            :part-of n)
      :time (d3 / date-interval
            :op1 (d1 / date-entity :year 2004 :month 7 :day 18)
            :op2 (d2 / date-entity :year 2004 :month 8 :day 24)))"	"(s / state-01
      :ARG0 (n / newspaper
            :mod (d / daily)
            :name (n2 / name :op1 ""O"" :op2 ""Estado"" :op3 ""de"" :op4 ""Sao"" :op5 ""Paolo""))
      :ARG1 (r / raise-01
            :ARG0 (m / measure
                  :mod (e / extreme))
            :ARG1 (p / problem
                  :mod (e2 / ethical)
                  :mod (j / juridical)
                  :ARG1-of (e3 / exceed-01
                        :ARG2 (b / benefit-01
                              :ARG1-of (p2 / possible-01)))))
      :medium (e4 / editorial)
      :time (w / week
            :op1 (d1 / date-entity :year 2004 :month 7 :day 18)
            :op2 (d2 / date-entity :year 2004 :month 8 :day 24)))"
49	Generate an Abstract Meaning Representation (AMR) graph for the following sentence: Tang stated that the SCO will pass a temporary pact on SCO's foreign policies at the meeting on 23 November 2002.	"(s / state-01
      :ARG0 (p / person :wiki ""Tang_Jiaxuan"" :name (n / name :op1 ""Tang""))
      :ARG1 (p2 / pass-01
            :ARG0 (o2 / organization :wiki ""Shanghai_Cooperation_Organisation"" :name (n3 / name :op1 ""SCO""))
            :ARG1 (p3 / pact
                  :mod (t / temporary)
                  :topic (p4 / policy-01
                        :ARG0 o2
                        :ARG2 (f / foreign)))
            :time (m / meet-03
                  :time (d / date-entity :day 23 :month 11 :year 2002))))"	"(s / state-01
      :ARG0 (p / person
            :name (n / name :op1 ""Tang""))
      :ARG1 (p2 / pass-01
            :ARG0 (o / organization :wiki ""Shanghai_Cooperation_Organization""
                  :name (n2 / name :op1 ""SCO""))
            :ARG1 (p3 / pact
                  :mod (t / temporary)
                  :topic (p4 / policy
                        :mod (f / foreign)
                        :poss o))
            :location (m / meet-03
                  :time (d / date-entity :year 2002 :month 11 :day 23))))"	"(s / state-01
      :ARG0 (p / person
            :name (n / name :op1 ""Tang""))
      :ARG1 (p2 / pass-01
            :ARG0 (o / organization :wiki ""Shanghai_Cooperation_Organization""
                  :name (n2 / name :op1 ""SCO""))
            :ARG1 (p3 / pact
                  :mod (t / temporary)
                  :topic (p4 / policy
                        :mod (f / foreign)
                        :poss o))
            :location (m / meet-03
                  :time (d / date-entity :year 2002 :month 11 :day 23))))"
